Sample	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11	DBS12	DBS13	DBS14	DBS15	DBS16	DBS17	DBS18	DBS19	DBS20
Sample_131	0.0	0.0	0.0	3.5721581578093344	0.0	5.020607758617105	2.616547786263806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7091984922534298	0.0	0.0	0.0
Sample_132	0.0	0.0	0.0	0.0	0.0	1.9257189320697106	0.0	1.3113582965229362	0.6354805929462801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_133	0.42026298111198934	0.0	0.0	1.152208620071245	0.5222768392722954	0.1964547690500845	0.0	0.0	0.0	0.0	1.9093191793450046	0.3818088067249746	0.0	1.1507797260593233	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134	0.0	0.0	1.103683070069885	1.1659736249826724	0.7199312236192238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3847360600379035	0.0	0.0	0.0	0.0	0.9876647373849023
Sample_135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2115923839829914	3.1088757406786325	0.0	0.0	3.8211906824741626	0.0	7.12685521720701	0.0	0.0	0.0	0.0	0.0
Sample_136	0.0	0.5876048617644387	0.0	0.0	0.0	13.893309652823827	0.0	0.0	0.0	8.05725482831247	38.53009025706248	0.0	1.4868133492571864	38.92575706583801	0.0	0.0	249.52981524421273	0.0	0.0	0.0
Sample_137	3.694219580617749	4.587072336360404	0.0	0.5796684823963189	0.0	0.0	0.0	0.0	0.0	0.0	14.260729699640596	0.0	38.167690966443175	0.0	0.0	0.0	0.0	0.0	13.387442562840931	0.0
Sample_138	0.0	23.26920565048651	0.0	12.642972980629304	0.0	2.891431761738441	4.903466676600634	0.0	9.291187283336281	0.0	3.3380202529781937	0.0	7.037884357536317	0.0	0.0	0.0	0.0	0.0	1.334227186245652	0.0
Sample_139	0.35960762599531704	1.3026422880297892	0.0	0.0	0.0	1.4736845337131723	0.0	0.0	0.0	0.0	5.076654151341716	0.0	0.0	1.6691638361227772	0.0	0.0	0.0	0.0	0.0	0.0
Sample_140	0.0	9.26739156898887	0.0	10.507906786502971	0.0	8.757628468998666	0.0	0.0	0.0	0.0	3.8814397095472573	0.0	10.719372108075962	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_141	0.0	5.122346401791599	0.0	11.915777281362418	2.2118310742503455	11.04429383908571	0.0	0.0	3.579458751448557	0.0	0.0	0.0	0.0	1.122289665864025	0.0	0.0	7.20066162839255	0.0	6.138192371626332	0.0
Sample_142	2.315807131494807	18.95216450255438	0.0	14.488381141965595	0.0	7.372519677836351	0.0	0.8698939711898195	17.045613177196046	0.0	0.0	0.0	26.085365379302303	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_143	3.2270480397383166	13.232168964621488	5.133892193848904	0.0	0.0	1.6928804975721712	0.0	0.0	2.2455167108837433	0.0	0.0	0.9679162188055378	25.633198964715003	2.8535816832285117	0.0	0.0	47.48683163968773	0.0	0.0	4.8504220743268895
Sample_144	1.1529555438402923	0.0	0.4413158133619816	0.05131643704296226	0.0	1.746248203993138	0.3170086632857494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.474282700822546	0.0	0.0	0.0
Sample_145	0.0	0.0	0.0	3.25107379993398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1437922820916113	0.0	0.0	0.0	0.0	2.44908194978224
