Sample	DBS1	DBS2	DBS3	DBS4	DBS5	DBS6	DBS7	DBS8	DBS9	DBS10	DBS11	DBS12	DBS13	DBS14	DBS15	DBS16	DBS17	DBS18	DBS19	DBS20
Sample_58	0.0	1.1641424180875044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.382912164528138	0.0	0.0	0.0	9.26483313191169	0.0	2.270973348615541	0.0
Sample_59	0.0	0.0	0.0	0.0	0.0	3.689098487855549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.135499157656753	0.0	0.0	0.0
Sample_60	0.0	1.4331373230215985	0.0	0.0	0.0	1.0035546280405625	0.0	0.0	0.0	0.0	0.0	0.0	3.5091441110459667	2.5214143040654613	0.0	0.0	17.40931047193614	0.0	0.0	0.0
Sample_61	0.0	2.4134586531800974	0.0	0.6277958514267816	0.0	2.542048920484564	0.5979820522363974	0.0	10.329685314655608	0.0	0.0	0.7113822495238485	0.0	1.580832528986105	3.474498879076782	0.0	6.592829445970675	0.0	2.0131128029394993	3.6165427939459143
Sample_62	0.0	4.966734796138716	1.4537313231102473	5.089780328698054	0.0	15.979896063146953	0.6213937652093846	0.4892870994162858	2.73192105188266	0.0	0.0	0.0	0.0	1.4618268692572358	16.357326370617916	0.0	0.0	0.0	0.0	0.0
Sample_63	0.0	16.050238133680168	0.0	4.844374679477251	0.6459795091178963	3.6259772940669808	0.0	0.0	7.926791680217314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.083549983936404	0.0	11.05493415649185	0.0
Sample_64	0.816583296559825	6.626949831314343	0.0	9.525725884157259	1.0695937566488736	3.0806308753183727	0.0	5.669244424841407	0.9092044371644743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.700188107575878	1.8985862838665843	0.0
Sample_65	0.6460887602005452	5.643640341595265	0.0	10.261796140625345	0.0	9.951601795419458	0.0	0.0	8.754449958676911	0.0	0.0	0.0	0.0	3.980698529251161	0.6974718352024367	0.0	0.0	0.0	5.0109276305934305	0.0
Sample_66	0.0	20.737918555971817	0.0	17.63850316092596	0.0	7.803607147722459	0.0	0.0	19.502351679329525	0.0	0.0	0.0	11.546729930565512	2.0397081775834582	0.0	16.563030853935985	3.3849625050939096	0.0	0.0	0.0
Sample_68	0.0	23.3289869682012	0.0	0.0	0.0	6.783116044629703	0.0	5.137877378649251	12.635669875705211	1.2384914417522477	0.0	0.0	23.567425934125616	8.964844628095454	0.0	0.0	67.65740192089014	0.0	0.0	0.0
Sample_69	0.0	9.140728333202805	0.0	12.298005852254718	0.0	13.369642648692215	0.0	0.0	0.0	0.0	0.0	0.0	21.00442479648275	0.0	0.0	0.0	0.0	0.0	11.674977968697668	0.0
Sample_70	0.0	0.0	0.0	7.078913039448643	0.0	4.986436933387424	6.943995287979801	0.0	8.928348586366882	0.0	0.0	0.0	10.967714366857209	0.0	0.0	0.0	3.052763215868292	0.0	0.0	0.0
Sample_71	4.585772369429335	2.397048389219601	0.0	0.0	0.0	0.0	0.0	0.6756523235693868	0.0	0.0	0.0	0.0	25.088362315984806	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_72	0.0	5.499038552709265	0.0	0.8324537836946202	0.0	7.96057121464788	0.0	0.0	0.0	2.0612588338381834	2.2134825012394304	0.0	4.6382076995579204	0.7248053226011354	0.0	0.0	15.570227610647104	0.0	2.6034814256931664	4.255718031714527
Sample_73	0.0	0.0	0.0	5.113422535139863	1.6996523036262832	0.0	0.0	0.0	7.446384010975018	0.0	2.797987371336602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136670993854195
Sample_74	0.0	8.328966502086953	1.5721159725493576	15.912834950953595	0.0	13.954120721671847	0.0	0.0	8.313971791471404	0.0	0.0	0.0	24.078345149034835	0.0	0.0	9.464963216631254	0.0	1.774835386054193	0.0	7.574689649993509
Sample_75	0.0	4.605382532948803	0.0	0.0	0.0	22.30511664863603	0.0	0.0	0.0	4.746503663505277	23.019016498677665	0.0	0.0	12.170175315873646	0.0	0.0	190.83013479811882	0.0	0.0	0.0
Sample_76	0.0	0.0	0.0	0.0	0.0	10.995540140278758	0.0	0.0	0.0	0.0	16.427791591936483	0.0	0.0	11.691971892712129	0.0	0.0	160.23884931178793	0.0	0.0	0.0
Sample_77	0.0	0.0	0.0	0.0	0.0	4.090858355414396	0.5718829490192576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8988104211395398	2.228140567663129	0.0	0.0	0.0
Sample_78	0.0	0.0	0.0	0.0	0.0	19.64019765258519	0.0	0.0	0.0	0.0	18.794308766505978	0.0	0.0	25.422980968015576	0.0	0.0	207.31989953776747	0.0	0.0	0.0
Sample_79	1.132467830527937	36.82245486909813	0.0	6.480866884430815	0.0	13.22960859681982	7.164321178487955	0.0	8.459012333342775	0.0	0.0	0.0	25.06940974442984	0.0	0.0	0.0	18.320293803084684	0.0	0.0	0.0
Sample_80	0.0	1.3539647988167576	0.0	0.0	0.0	2.959158951489906	0.0	0.0	0.0	0.0	7.493007758775079	0.0	0.3938313615763591	3.8944524799003752	0.0	0.0	44.80062282870285	0.0	0.0	0.0
Sample_81	0.0	1.1187067989347177	9.205978403267022	0.0	0.0	18.482793612966642	0.0	0.0	0.0	0.0	8.007560193762552	0.0	18.14548636945149	7.992378062380323	0.0	0.0	119.18939938511646	0.0	0.0	0.0
Sample_82	0.0	2.781695425526256	0.0	0.0	0.0	4.983050228976835	0.0	0.0	0.0	0.0	6.440965288369431	0.0	7.785929251742615	2.1781323389455536	0.0	0.0	75.59423959818892	0.0	0.0	0.0
Sample_83	0.0	2.6056149037315635	0.0	0.17436478642206726	0.0	1.257910475426103	0.0	0.0	0.0	0.0	0.0	0.0	2.596031979979234	1.5526591036828234	0.0	0.0	14.899420362851949	0.0	0.0	0.0
Sample_84	0.0	31.41416891772272	0.0	20.826339031286835	4.339693921076645	13.218579742163124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.49065994842803	16.452676834452028	0.0
Sample_85	0.0	2.991180661937729	0.0	3.478680998269637	0.0	2.1230329128880667	0.0	0.0	0.0	0.0	2.5205440738610974	0.0	4.11684953226184	0.0	0.0	0.0	0.0	5.155090767119852	0.0	0.0
Sample_86	1.052601815846259	3.266335714502928	0.0	7.693784752408711	0.0	6.883236578251012	0.0	0.0	0.0	0.0	0.0	0.0	11.47385791261408	0.0	0.0	0.0	54.50840264740123	0.0	0.0	0.0
Sample_87	0.0	0.7673898783733649	0.0	0.0	0.0	19.262633741403103	0.0	0.0	0.0	23.370079874264373	0.0	0.0	11.049160239693823	7.761288390596088	0.0	0.0	194.00735246343157	0.0	0.0	0.0
Sample_88	1.0640739011120652	2.817004203249904	0.0	2.639523401709516	0.0	5.985795776889638	0.0	0.0	14.35721973375627	0.0	0.0	0.0	0.0	4.249849543852777	0.0	0.0	0.0	0.0	0.0	8.43395424700513
Sample_89	0.0	0.0	0.0	0.0	0.0	1.6591624902947397	0.0	0.0	6.7628072062937195	0.0	0.0	0.0	7.063579891448743	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_90	1.119866307327574	0.0	0.0	2.2636745728529712	1.5396071492375891	0.0	2.411977261954473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0590607016938423	0.0	0.0
Sample_91	0.0	1.017491644422219	0.0	3.275399415848292	0.0	1.5495241555952208	0.0	0.3953976264423144	3.68915884261466	0.0	0.0	0.0	0.0	0.0	3.782226370514569	2.675053712488727	0.0	0.0	0.0	0.0
Sample_92	2.328997516597173	15.074107765626886	0.0	15.702138017271269	0.0	7.989035410319541	0.0	4.562858241334661	0.0	0.0	0.0	3.3388721695459838	21.7901242664857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_94	0.0	2.6899208711048153	0.0	5.813095155777771	0.0	1.363109352863783	0.0	0.0	0.0	0.0	0.0	0.0	10.5481920979053	0.0	0.0	0.0	0.0	0.0	0.0	4.386295398572058
Sample_95	3.306957212662321	2.6931460489556227	1.114141314725547	0.0	0.0	4.546711765472976	0.0	0.0	3.599404676245497	0.0	0.0	0.0	12.108121533051523	0.0	0.0	0.0	0.0	0.0	2.308133491465849	0.0
Sample_96	3.2103339498739354	38.50918104479583	0.0	41.3040490994466	1.8428679337420606	30.295920503573786	7.487616683897639	0.0	38.61855112612596	6.189575478878972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.13959140990823	0.0
Sample_97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7580957876200116	0.0	0.0	0.0	0.0	0.0	0.0
Sample_98	2.5191636620076645	12.275285936298904	0.0	20.99884104977514	10.633352371588408	9.651297987246675	0.0	0.0	9.194504542834602	0.0	0.0	0.0	5.820694522960038	0.0	0.0	0.0	0.0	0.0	11.10040238924711	0.0
Sample_99	0.0	5.04565152597853	0.0	0.0	0.0	0.0	0.0	4.829840942710128	0.0	0.0	0.8407212396541819	0.0	0.4088124488369005	4.211678766328015	0.0	0.0	9.418557914061019	0.0	0.0	0.0
Sample_100	0.0	28.37082124601744	0.0	29.271983311914973	18.063733693688025	36.20475011683451	0.0	0.0	0.0	0.0	0.0	0.0	66.78951528633142	0.0	0.0	1.978302321487952	0.0	0.0	13.626384702947078	0.0
Sample_101	5.690802026998335	0.0	0.0	4.5822566287499065	0.0	4.030095672549674	0.0	0.0	0.0	0.0	6.269907076783158	0.0	4.63412899710902	2.4101091974473943	0.0	0.0	5.497258513297334	0.0	0.0	0.0
Sample_102	1.0587724778119545	21.170017747347533	0.0	16.792463952519697	0.0	17.72959566847178	0.0	2.6646263072790646	0.0	0.0	0.0	0.0	41.507964648585734	0.0	0.0	0.0	0.0	0.0	14.7679784175485	0.0
Sample_103	0.0	1.3055625730699982	0.0	0.0	0.7416364945818366	0.0	3.0256513813713672	0.0	2.6816344351027093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.425765404161955	0.0	0.0	0.0
Sample_104	0.7839663137880969	0.0	0.0	0.0	0.0	1.874159508713114	0.0	0.0	1.3887392100149807	2.4580051756461514	0.0	0.0	0.8992571082744529	0.0	0.0	0.0	0.0	8.329729951430867	0.0	0.0
Sample_107	0.0	1.6774504425668004	0.0	0.646420777368182	0.0	0.0	0.0	0.0	0.0	0.0	5.452575276579985	0.0	0.0	0.0	5.115600493980254	0.0	0.0	0.0	0.0	3.248333972855921
Sample_108	0.0	5.161881617004517	0.0	3.843648653167784	0.0	1.8357271427442639	6.759730704512766	0.0	0.0	9.77633448177874	0.0	3.2520493870923963	0.0	0.0	4.698482263910698	0.0	0.0	0.0	0.0	0.0
Sample_109	0.0	22.752371568304305	0.0	3.7571596421287645	0.0	7.058779992206304	0.0	7.19649785919381	0.0	3.916977103721271	5.870958274282991	18.40488490370751	0.0	2.74082345565489	2.394285026188811	0.0	0.0	0.0	0.0	0.0
Sample_110	0.0	2.51759611682581	0.0	0.0	0.0	3.0197640963117793	0.0	0.0	0.0	2.246069842754961	4.189924779286051	0.0	0.0	2.309159087059034	0.0	0.0	16.835195952199157	0.0	0.0	0.0
Sample_111	0.0	0.0	0.0	0.0	0.0	0.13785812850788048	0.0	0.0	0.0	6.49300152150997	0.0	0.0	0.0	9.545360413453002	3.638363955970825	0.0	84.74503643784021	0.0	0.0	0.0
Sample_112	0.0	15.17248416098782	0.0	7.1113725679464865	0.0	3.9762219286702356	0.0	0.0	0.0	0.0	0.0	0.0	32.48747265614674	0.0	0.0	0.0	0.0	43.590551375118544	0.0	0.0
Sample_113	0.0	24.934522901244677	0.0	8.941146608671218	0.5291359675994576	15.717815431357375	0.0	4.769550266398196	18.951432969001644	0.0	0.0	0.0	10.416513321052586	0.0	0.0	0.0	0.0	0.0	12.631913951452976	0.0
Sample_114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.851692769346911	0.0	0.0	10.382029617493554	0.0	0.0	25.474449319144234	0.0	0.0	0.0
Sample_115	0.0	0.0	0.0	0.0	0.0	2.0481406354662703	0.0	0.0	0.0	9.512037741693861	3.167241379145487	0.0	0.0	2.8486744667715587	0.0	0.0	36.24628250394909	0.0	0.0	0.0
Sample_116	0.0	1.0675756341031237	0.0	0.0	0.0	4.427938487165753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.855571750433255	0.0	0.0	56.84859829650951	0.0	0.0	0.0
Sample_117	0.0	0.0	0.0	0.0	0.0	17.688287759852983	0.0	0.0	0.0	0.0	6.431127735069358	0.0	0.0	8.05014886169491	0.0	0.0	80.82738412895358	0.0	0.0	0.0
Sample_118	0.0	16.294944938254638	0.0	0.0	5.786102666270478	16.75084862648437	0.0	0.0	0.0	0.0	16.36295638417128	0.0	29.259876944551113	14.061261401586286	0.0	0.0	103.03509765788897	0.0	0.0	0.0
Sample_119	1.3592876323070087	0.0	8.177122915556959	0.0	4.596231833984124	0.0	0.0	0.0	0.0	87.88375777850874	0.0	0.0	0.0	5.478034350813267	0.0	0.0	9.883488085125817	0.0	0.0	0.0
Sample_120	0.0	7.605690435354109	0.0	0.0	0.0	13.653328633912801	0.0	0.0	0.0	25.138544683922817	0.0	0.0	11.656876012228114	3.066909438891197	0.0	0.0	50.08897887942601	0.0	0.0	0.0
Sample_121	0.0	12.035561369981615	7.188608879018047	8.794132099042892	0.0	7.3481559312286535	0.0	4.303361617099412	15.701250931206893	0.0	0.0	0.0	2.6543689130045465	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_122	0.0	0.0	0.0	1.0801086522954295	0.0	1.6039701194469107	0.0	1.578699047193303	0.0	0.0	0.0	0.0	0.0	3.2736863211928284	2.7808400946121417	0.0	3.8985023750706773	0.0	0.0	0.9953345562318638
Sample_123	0.0	2.3147487144130285	0.0	0.0	0.0	0.23876141764884345	0.0	0.0	0.0	2.490212455306226	0.0	0.0	11.40460182849892	5.67135887183824	0.0	0.0	72.87282039897728	0.0	0.0	0.0
Sample_125	0.0	0.0	0.0	3.545885849464238	1.0043714586977537	1.5936655657493304	0.0	0.0	0.0	0.0	0.0	0.0	4.640335429654227	0.8722770804675055	0.0	0.0	0.0	0.0	0.0	0.0
Sample_126	2.4107976195363507	4.010877331170299	0.0	10.728737238231766	0.0	8.270027977312044	0.0	0.0	0.0	0.0	2.6975859948274787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.550116713721838
Sample_127	0.0	1.207181124297573	0.0	4.684352150262779	2.8644831184360027	0.9936355428040132	0.0	0.8358339296777868	0.0	0.0	0.0	0.0	0.0	1.5683377211347331	0.0	0.0	0.0	3.3646392396790326	1.272274708789245	0.0
Sample_128	0.0	0.0	0.0	2.9404057344772996	0.0	0.0	0.0	1.996083064670292	2.9382305163035767	0.0	6.333330429741601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
