Sample	Gene	Impact	CNV
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZBED1		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MIR6089		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CD99P1		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LINC00102		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CD99		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	XG		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GYG2-AS1		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARSD		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARSD-AS1		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARSE		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARSH		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARSF		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RN7SL578P		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC112653.1		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LINC01546		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MXRA5		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ASS1P4		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SNORA48B		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU6-114P		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PRKX		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU6-146P		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PRKX-AS1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC007685.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BX890604.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FAM239A		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FAM239B		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FAM239C		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BX890604.2		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC074035.1		15.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTND6P12		15.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTCYBP12		15.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC112656.1		15.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC110995.1		20.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MIR4770		18.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC078991.1		18.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	VCX3A		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC097347.1		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RPS27AP17		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PUDP		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC073583.1		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MIR4767		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	STS		24.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC120338.1		24.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	VCX		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC005296.1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PNPLA4		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC078960.1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MIR651		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	VCX2		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	VCX3B		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ANOS1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DRAXINP1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FAM9A		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC003685.2		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC003685.1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RAB9A		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TRAPPC2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	OFD1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GPM6B		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC003035.2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC003035.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GEMIN8		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC002524.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NPM1P9		19.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FANCB		19.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MOSPD2		19.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TPT1P14		19.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC112498.1		19.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PIGA		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	VEGFD		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PIR		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ACE2		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC097625.1		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CLTRN		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC003669.1		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CA5BP1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CA5B		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC112497.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	INE2		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZRSR2		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AP1S2		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU5F-7P		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SETP15		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GRPR		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC078993.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MAGEB17		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RPL6P30		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC073909.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RN7SL658P		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CTPS2		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MIR548AM		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	S100G		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SYAP1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU7-56P		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TXLNG		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RPL12P49		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RBBP7		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU4-6P		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL929302.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	REPS2		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CBX1P2		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CBX1P4		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MIR4768		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z93022.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NHS-AS1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z93242.1		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL034370.1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	EFHC2		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TATDN2P1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RRM2P3		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL022163.1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FDPSP5		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FUNDC1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CHTF8P1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RPL19P20		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RPSAP61		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RN7SL291P		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DUSP21		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	KDM6A		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CXorf36		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC136489.1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL020989.1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL139397.1		92.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL139397.2		102.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SPIN2B		102.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL022157.1		102.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SPIN2A		102.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PPP1R11P2		118.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FAAH2		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTHFD1P1		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZXDB		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NLRP2B		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z93019.1		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZXDA		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MYCLP2		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	KRT8P17		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	EDA2R		18.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU6-394P		18.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL049641.1		18.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL049564.1		18.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FO082842.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL672207.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NXF5		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZMAT1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z68868.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU6-345P		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z80107.2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z80107.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTND6P13		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCEAL2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCEAL6		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BEX5		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCP11X3P		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCP11X1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NXF2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC234791.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC235565.2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NXF2B		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC235565.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCP11X2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TMSB15A		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FOXN3P1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NXF4		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARMCX5		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL035427.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL035551.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GPRASP1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RNU6-589P		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BEND7P1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GPRASP2		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BHLHB9		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LINC00630		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTND1P32		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTND2P2		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTCO1P19		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTCO2P19		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTATP6P19		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTCO3P19		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTND4P32		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTND5P26		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTND6P32		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MTCYBP32		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z68871.1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RAB40AL		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z95624.1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z73361.1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BEX1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NXF3		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z75746.1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RPSAP59		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BEX4		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCEAL8		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z68694.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCEAL5		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BEX2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCEAL7		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Z92846.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TCEAL9		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BEX3		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AL606763.1		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SPRY3		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AMD1P2		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DPH3P2		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	VAMP7		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ELOCP24		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TRPC6P		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	IL9R		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AJ271736.1		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	WASIR1		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	WASH6P		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DDX11L16		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC007216.3		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC007216.4		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC016152.1		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC079395.3		23.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC091178.1		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC095032.1		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AC104123.1		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ADAMTSL5		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ANKRD36		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ANKS1B		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AR		25.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARG2		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARID1A		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ARMCX5-GPRASP2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ASB11		20.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ASB9		20.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ASTN2		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	AURKB		1.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BCAR4		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BMX		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BORCS5		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CNNM4		17.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	COL11A1		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CTNNA2		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DEPDC1B		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DMXL1		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	EFCAB2		0.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	EIF4EBP1		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	FAM178B		20.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GFPT1		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GLRA2		9.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GPC5		3.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GPHN		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GSPT1		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	GYG2		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	HIGD2B		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LDAH		0.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LINC01204		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LINC01226		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LINC02201		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MCTP1		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MYO9A		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NAALADL2		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NBR1		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NDP		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NDP-AS1		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NHS		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NLGN4X		22.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	NUDC		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	OSBP2		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PDE4D		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PHF14		4.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PLXDC1		7.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PPP3CA		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PTEN		0.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RCOR1		6.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00017		20.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00019		27.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00156		5.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00190		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00322		18.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00401		13.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00409		11.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF00443		8.0
PM1207-Z1-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	RF01210		11.0
